hour,is_weekend,sin_hour,cos_hour,lag_1,lag_12,lag_24,roll_mean_6,roll_std_6,roll_mean_12,roll_std_12,roll_mean_24,roll_std_24,roll_mean_48,roll_std_48,power_factor,reactive_power,voltage
0.0,-0.03846037511900686,0.0,0.0,0.02050195766975358,-0.009205534055202427,-0.004765942239879664,0.0906885933993954,-0.022020590581648423,-0.012896259853827072,0.0008998272310633451,-0.0041049039625796774,-0.008638989679642186,-0.007200384811899909,-0.006691494532913965,2.030821824806482,0.33346291228373837,-0.012983332534041072
0.0,-0.039474656542662814,0.0,0.0,0.03187415985831698,-0.007300224547470636,-0.004536337024572705,0.0902824562364701,-0.02188358057177836,-0.013701824126417966,0.001247640964857251,-0.0015627028775965263,-0.007092299063208684,-0.005765103890242024,-0.007702828469201334,2.0381316850008946,0.33458760180585473,-0.013523478210183983
0.0,-0.03829266136707326,0.0,0.0,0.018118453162739846,-0.006739027430832201,-0.001561994883484821,0.0885192590261107,-0.02244409908247116,-0.0006694818895587135,0.0029297201212860895,0.00492543836090932,-0.008419340950943375,-0.004372912249709349,-0.007625748085038783,2.0533148103319636,0.33057361610434405,-0.013378541430540803
0.0,-0.038363558084984054,0.0,0.0,0.019374254106329414,0.005607368525481768,-0.006938279292226957,0.08570902529559164,-0.022333989688773058,-0.00044249883387323944,0.003499325144352325,0.003850243915339474,-0.008655990184223345,-0.004958951966054956,-0.006352463376814898,2.0474572213351805,0.3343988114484659,-0.013538048495644698
0.0,0.0777106333801927,0.0,0.0,0.015908216075656078,-0.008204130970304823,-0.004358256193683192,0.09588244830184547,-0.023232693087865658,0.0003804020439356552,0.0010183404047718943,0.006392174858500013,-0.011218981809234729,0.0004812180848039499,-0.008270140711116642,2.092708599578959,0.3416041109297687,-0.011979066662125414
0.0,0.08078551955440821,0.0,0.0,0.02876153281436979,-0.008872517116872336,-0.007154655781570135,0.09242069903654078,-0.023350533310257625,0.0005542737621625731,0.0011240278311119049,0.006365452736316902,-0.008999528570478244,0.0027886539899320065,-0.008381743604577304,2.0854631362698677,0.35538818276558093,-0.011987022081934843
0.0,-0.040232292959011026,0.0,0.0,0.036249433211180626,-0.006410535436545446,-0.002582389386337106,0.09167638995697727,-0.02195517749761885,0.002451775299564328,0.005379516645684655,0.004663989390539557,-0.007705303975713622,-0.0023960335152931377,-0.012368401872968315,2.060065459369058,0.33037195676319087,-0.013494156797654389
0.0,-0.03941466988326003,0.0,0.0,0.015922877915785057,0.006235670479747968,-0.0027225894965967326,0.09105216122573269,-0.02216300630832298,0.0015472180821433578,0.004118032993064775,0.0043676115961492215,-0.00795216847484113,-0.005060183552566905,-0.010242832210919902,2.0559257210242556,0.331983909593908,-0.01323482587997369
0.0,-0.039391057166412745,0.0,0.0,0.014970525573974663,-0.001389590455087844,-0.0025492948869494875,0.08030091396902776,-0.021957376663953983,0.002005659465027248,0.004926565034978722,0.0040082766998023696,-0.007781166732920849,-0.004242620317053897,-0.009339026141390264,2.0461595233970105,0.3333943441626004,-0.012707988772926513
0.0,-0.03939163839115486,0.0,0.0,0.01725422559746073,0.007024739679975313,-0.0015358459757354305,0.07188327769036222,-0.022088972501237,0.001505407722744348,0.0052889919301546415,0.004051565901405021,-0.007398914341711873,-0.0023338821648461847,-0.009061003197529536,2.0539515843645253,0.32268182973326415,-0.012450006971910175
0.0,-0.03942843545970213,0.0,0.0,0.03225470364003754,-0.007102237682209052,-0.002490039614018191,0.07197785649364266,-0.021994711845693047,0.0012760271545094442,0.004644860954489354,0.004457906068307946,-0.007342939672009443,-0.0053533895000627075,-0.008387931334604894,2.0455414853206757,0.3270455824139332,-0.013208935186178484
0.0,0.07910195788752881,0.0,0.0,0.01923676612896402,-0.0038448225087589064,-0.004912536722715562,0.07888387429064382,-0.023751329538671,0.0013570789469873404,0.004095838009947817,0.004707645374138106,-0.008691049257704978,0.0018686880798033073,-0.01082312294754512,2.089119482685216,0.34001725295450613,-0.010319412881071311
0.0,0.07846541494062376,0.0,0.0,0.0165950618600611,0.00035728433559975673,-0.005422885274041872,0.07837760590181524,-0.022807043956029092,0.0011783507300115372,0.0037079640122481485,0.00623607174574425,-0.00821485578786449,0.0009230613388757756,-0.008935712968544503,2.085675276338382,0.3428089078418585,-0.01133425456437543
